0038.269,-122.612
0036.680,-122.872
0038.189,-122.498
0038.392,-123.120
0037.806,-123.604
0037.823,-122.465
0038.502,-122.516
0038.033,-121.889
0037.082,-122.971
0036.944,-122.930
0037.827,-122.138
0037.505,-122.387
0037.469,-122.877
0037.903,-122.518
0037.546,-122.941
0038.421,-121.474
0038.217,-123.471
0037.650,-121.686
0037.346,-122.864
0037.870,-121.840
0038.495,-121.594
0037.837,-122.478
0037.467,-122.014
0037.245,-122.024
0036.814,-122.227
0038.670,-121.979
0037.996,-122.659
0037.506,-122.854
0038.307,-122.412
0037.903,-122.402
0036.900,-122.219
0037.803,-122.938
0037.421,-122.767
0037.661,-122.405
0038.851,-121.691
0038.400,-122.432
0037.145,-122.513
0037.349,-121.712
0036.828,-122.287
0037.680,-122.145
0038.006,-122.517
0038.850,-122.345
0037.307,-122.599
0037.686,-122.510
0037.077,-122.375
0037.432,-122.094
0037.741,-121.852
0037.844,-122.482
0038.021,-121.921
0037.340,-122.928
0038.409,-122.018
0037.227,-122.542
0038.276,-123.113
0037.733,-122.175
0038.121,-123.450
0037.131,-122.576
0037.195,-121.634
0038.147,-122.152
0038.022,-122.381
0038.012,-122.952
0038.014,-122.598
0037.947,-121.879
0037.187,-122.083
0036.762,-123.315
0037.543,-122.417
0037.401,-121.604
0038.275,-122.406
0037.796,-123.021
0037.152,-121.921
0037.585,-122.218
0038.205,-123.390
0038.077,-122.189
0037.934,-122.213
0038.165,-121.807
0037.391,-122.475
0037.894,-122.643
0037.836,-122.400
0037.808,-122.522
0037.026,-123.686
0037.040,-122.892
0037.734,-121.588
0036.847,-123.547
0037.516,-121.977
0037.111,-122.834
0037.869,-123.228
0037.978,-123.158
0037.416,-122.563
0037.431,-122.739
0037.336,-122.536
0037.195,-122.099
0038.170,-122.603
0037.687,-122.961
0037.924,-123.352
0037.335,-122.949
0037.811,-122.859
0037.643,-121.971
0037.359,-123.232
0037.232,-122.505
0037.770,-122.764
0038.027,-122.902
0038.354,-122.682
0037.705,-121.834
0037.382,-122.433
0039.004,-123.137
0038.091,-123.772
0037.335,-122.442
0037.273,-122.234
0037.957,-123.207
0037.294,-122.887
0037.098,-122.261
0038.647,-122.344
0037.711,-122.247
0038.576,-122.178
0037.469,-123.105
0037.671,-122.434
0037.857,-122.722
0038.124,-121.469
0037.161,-122.399
0037.070,-123.029
0037.902,-122.287
0036.844,-122.189
0036.736,-122.232
0037.840,-122.030
0037.737,-123.287
0037.239,-122.753
0037.419,-123.111
0038.092,-122.397
0037.123,-122.714
0038.020,-122.715
0037.925,-122.400
0037.061,-121.875
0037.570,-122.039
0038.418,-122.804
0037.833,-121.456
0036.700,-122.630
0038.059,-121.310
0037.789,-122.768
0038.174,-122.740
0037.298,-121.977
0037.256,-122.458
0036.850,-122.920
0038.298,-122.129
0038.172,-121.840
0037.206,-122.188
0037.941,-122.291
0037.066,-122.819
0038.210,-122.862
0037.646,-122.280
0038.032,-122.638
0038.045,-122.679
0037.407,-123.113
0037.337,-122.268
0037.211,-121.624
0038.566,-122.415
0038.238,-123.454
0037.421,-122.463
0037.811,-122.529
0037.674,-121.805
0037.427,-122.025
0037.547,-122.096
0038.141,-122.371
0037.083,-122.821
0037.754,-123.135
0037.886,-122.834
0037.331,-122.352
0037.656,-123.336
0037.143,-121.530
0038.362,-122.791
0037.685,-122.844
0036.887,-122.869
0037.725,-121.880
0037.272,-122.519
0037.061,-122.118
0037.080,-121.777
0037.670,-122.381
0038.984,-122.903
0037.386,-121.587
0037.604,-122.678
0037.368,-122.852
0037.617,-121.455
0037.926,-122.316
0038.440,-121.899
0038.126,-122.481
0037.374,-122.691
0037.894,-122.607
0037.805,-122.777
0036.869,-122.949
0038.264,-122.923
0037.569,-122.256
0037.182,-122.741
0038.076,-122.463
0037.939,-122.469
0037.329,-122.271
0038.800,-122.210
0038.139,-122.770
0038.228,-122.312
0037.183,-121.488
0037.624,-122.415
0037.133,-121.956
0037.053,-121.912
0037.070,-122.174
0037.645,-122.392
0037.801,-122.955
0037.517,-122.502
0038.087,-121.619
0037.249,-122.321
0037.854,-122.348
0037.788,-122.398
0038.634,-122.646
0036.657,-121.353
0037.337,-122.563
0037.293,-122.176
0037.847,-122.049
0038.253,-121.864
0037.669,-122.694
0037.402,-122.013
0038.017,-123.391
0038.060,-122.343
0037.931,-121.999
0038.719,-122.483
0037.571,-122.051
0037.614,-122.237
0037.112,-122.584
0037.548,-122.297
0038.317,-122.263
0036.964,-123.123
0037.020,-122.403
0037.624,-122.628
0037.781,-121.858
0038.483,-121.721
0037.827,-123.315
0038.168,-121.958
0038.063,-121.962
0038.254,-122.112
0038.028,-122.755
0036.741,-122.649
0036.952,-122.256
0038.394,-122.988
0038.287,-123.364
0039.403,-121.571
0037.194,-120.878
0037.573,-122.502
0037.902,-122.392
0037.410,-122.809
0037.925,-122.140
0037.205,-122.304
0038.040,-123.128
0038.364,-121.506
0037.722,-122.824
0037.923,-121.469
0037.313,-123.341
0038.284,-121.942
0037.735,-122.749
0038.006,-122.086
0038.189,-123.114
0037.969,-122.583
0038.162,-122.518
0038.074,-123.042
0037.767,-123.201
0038.320,-122.644
0037.176,-123.648
0038.212,-121.917
0037.682,-122.022
0037.557,-122.842
0038.089,-122.203
0036.904,-122.919
0038.460,-122.713
0037.213,-122.614
0037.940,-122.267
0037.953,-122.948
0037.311,-122.576
0037.655,-121.781
0038.048,-122.623
0037.821,-122.928
0037.367,-121.699
0038.662,-122.518
